timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-03T01:43:18,codecarbon,fd0f400c-606c-4716-b5a2-4f29375a7b0e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.464183648997277,1.8712180655099766e-05,1.6322296665874189e-06,23.944727272727278,0.0,6.0,7.289868605353604e-05,0.0,1.826056090166579e-05,9.115924695520182e-05,United States,USA,california,,,Linux-5.10.192-tegra-aarch64-with-glibc2.29,3.8.10,3.0.2,4,ARMv8 Processor rev 0 (v8l),,,-117.8419,33.6454,30.264423370361328,machine,N,1.0
